時間,lon,lat,無意義,往東北,往東南,往西南,往西北,停止
11-14_23-00-00,121.589,25.081,0.0,6,16,26,16,124
11-14_23-00-00,121.487,25.021,0.0,2,3,6,3,13
11-14_23-00-00,121.567,25.031,0.0,1,5,14,10,77
11-14_23-00-00,121.561,25.001,0.0,0,4,3,2,124
11-14_23-00-00,121.509,25.071,0.0,4,2,5,0,22
11-14_23-00-00,121.555,25.061,0.0,6,6,4,7,61
11-14_23-00-00,121.511,25.051,0.0,15,14,57,29,141
11-14_23-00-00,121.517,25.081,0.0,3,7,10,5,24
11-14_23-00-00,121.525,25.091,0.0,10,9,16,27,239
11-14_23-00-00,121.543,25.001,0.0,8,17,10,14,93
11-14_23-00-00,121.479,25.011,0.0,12,13,6,19,231
11-14_23-00-00,121.513,25.031,0.0,4,1,6,9,45
11-14_23-00-00,121.635,25.071,0.0,10,12,21,9,145
11-14_23-00-00,121.561,25.091,0.0,5,5,5,8,129
11-14_23-00-00,121.573,25.061,0.0,4,3,0,1,9
11-14_23-00-00,121.531,25.031,0.0,8,9,6,8,165
11-14_23-00-00,121.507,25.001,0.0,12,9,23,27,278
11-14_23-00-00,121.553,25.081,0.0,7,14,9,14,128
11-14_23-00-00,121.489,25.001,0.0,0,3,6,6,41
11-14_23-00-00,121.533,25.011,0.0,1,6,6,6,24
11-14_23-00-00,121.489,25.091,0.0,7,2,6,12,109
11-14_23-00-00,121.609,25.061,0.0,1,4,6,7,14
11-14_23-00-00,121.507,25.091,0.0,11,6,7,13,138
11-14_23-00-00,121.527,25.071,0.0,3,5,5,5,49
11-14_23-00-00,121.641,25.011,0.0,3,4,3,3,40
11-14_23-00-00,121.461,25.011,0.0,19,7,24,19,304
11-14_23-00-00,121.471,25.001,0.0,10,11,16,10,283
11-14_23-00-00,121.549,25.031,0.0,3,26,32,15,197
11-14_23-00-00,121.501,25.061,0.0,20,23,37,14,355
11-14_23-00-00,121.579,25.001,0.0,0,3,2,0,9
11-14_23-00-00,121.591,25.061,0.0,6,8,1,8,67
11-14_23-00-00,121.619,25.051,0.0,12,19,8,7,164
11-14_23-00-00,121.645,25.061,0.0,4,1,2,1,21
11-14_23-00-00,121.565,25.051,0.0,36,54,43,32,258
11-14_23-00-00,121.611,25.041,0.0,0,0,2,0,3
11-14_23-00-00,121.475,25.051,0.0,5,7,4,8,53
11-14_23-00-00,121.481,25.081,0.0,10,19,23,27,210
11-14_23-00-00,121.471,25.091,0.0,7,8,21,29,215
11-14_23-00-00,121.521,25.041,0.0,9,7,14,8,150
11-14_23-00-00,121.473,25.071,0.0,6,7,11,7,79
11-14_23-00-00,121.529,25.051,0.0,23,14,22,15,333
11-14_23-00-00,121.493,25.051,0.0,10,9,13,10,49
11-14_23-00-00,121.503,25.041,0.0,17,22,38,30,479
11-14_23-00-00,121.525,25.001,0.0,16,30,28,20,308
11-14_23-00-00,121.653,25.071,0.0,9,5,5,6,62
11-14_23-00-00,121.535,25.081,0.0,0,0,0,1,9
11-14_23-00-00,121.545,25.071,0.0,0,1,1,1,5
11-14_23-00-00,121.599,25.071,0.0,7,7,4,7,75
11-14_23-00-00,121.499,25.081,0.0,8,13,8,11,125
11-14_23-00-00,121.615,25.001,0.0,4,2,5,3,77
11-14_23-00-00,121.601,25.051,0.0,4,4,12,0,17
11-14_23-00-00,121.547,25.051,0.0,10,15,10,15,104
11-14_23-00-00,121.463,25.081,0.0,8,8,15,21,194
11-14_23-00-00,121.557,25.041,0.0,28,32,29,15,214
11-14_23-00-00,121.559,25.021,0.0,10,18,15,11,245
11-14_23-00-00,121.467,25.041,0.0,1,0,3,0,3
11-14_23-00-00,121.519,25.061,0.0,4,12,10,9,79
11-14_23-00-00,121.469,25.021,0.0,15,30,33,22,222
11-14_23-00-00,121.487,25.053,0.0,12,9,16,16,214
11-14_23-00-00,121.543,25.033,0.0,30,44,37,29,179
11-14_23-00-00,121.541,25.053,0.0,13,22,23,14,232
11-14_23-00-00,121.515,25.043,0.0,9,11,20,9,58
11-14_23-00-00,121.489,25.033,0.0,4,4,9,7,82
11-14_23-00-00,121.463,25.023,0.0,15,17,9,11,180
11-14_23-00-00,121.465,25.003,0.0,9,19,7,11,97
11-14_23-00-00,121.571,25.023,0.0,6,24,9,7,165
11-14_23-00-00,121.517,25.023,0.0,10,11,29,13,159
11-14_23-00-00,121.483,25.093,0.0,0,4,0,1,8
11-14_23-00-00,121.485,25.073,0.0,15,15,20,10,132
11-14_23-00-00,121.561,25.033,0.0,15,8,15,9,174
11-14_23-00-00,121.563,25.013,0.0,1,5,2,1,34
11-14_23-00-00,121.477,25.063,0.0,0,2,2,3,2
11-14_23-00-00,121.501,25.093,0.0,1,1,4,3,57
11-14_23-00-00,121.555,25.093,0.0,1,0,0,0,0
11-14_23-00-00,121.535,25.023,0.0,11,16,12,9,89
11-14_23-00-00,121.559,25.053,0.0,15,19,29,11,246
11-14_23-00-00,121.475,25.083,0.0,15,9,23,20,250
11-14_23-00-00,121.611,25.073,0.0,11,10,13,10,138
11-14_23-00-00,121.649,25.053,0.0,1,1,1,0,0
11-14_23-00-00,121.511,25.083,0.0,10,9,16,14,118
11-14_23-00-00,121.483,25.003,0.0,11,20,21,24,283
11-14_23-00-00,121.641,25.043,0.0,1,0,1,0,0
11-14_23-00-00,121.647,25.073,0.0,7,1,3,2,6
11-14_23-00-00,121.539,25.073,0.0,3,2,2,7,7
11-14_23-00-00,121.595,25.053,0.0,0,5,3,3,39
11-14_23-00-00,121.613,25.053,0.0,6,7,6,17,91
11-14_23-00-00,121.619,25.083,0.0,1,0,0,0,1
11-14_23-00-00,121.587,25.043,0.0,13,17,6,15,182
11-14_23-00-00,121.615,25.033,0.0,3,1,7,1,22
11-14_23-00-00,121.569,25.043,0.0,23,35,26,25,297
11-14_23-00-00,121.639,25.063,0.0,11,8,24,12,152
11-14_23-00-00,121.531,25.063,0.0,28,30,33,31,381
11-14_23-00-00,121.533,25.043,0.0,35,58,46,107,172
11-14_23-00-00,121.481,25.023,0.0,9,18,26,19,213
11-14_23-00-00,121.585,25.063,0.0,6,5,10,11,73
11-14_23-00-00,121.509,25.013,0.0,11,15,20,21,262
11-14_23-00-00,121.621,25.063,0.0,1,2,2,4,7
11-14_23-00-00,121.503,25.073,0.0,11,12,7,8,129
11-14_23-00-00,121.537,25.003,0.0,4,15,16,7,91
11-14_23-00-00,121.557,25.073,0.0,1,3,0,4,4
11-14_23-00-00,121.513,25.063,0.0,40,27,23,39,139
11-14_23-00-00,121.507,25.033,0.0,5,8,19,8,102
11-14_23-00-00,121.623,25.043,0.0,6,2,7,1,20
11-14_23-00-00,121.567,25.063,0.0,8,8,8,6,109
11-14_23-00-00,121.519,25.003,0.0,13,12,20,14,191
11-14_23-00-00,121.461,25.043,0.0,9,14,6,12,100
11-14_23-00-00,121.565,25.083,0.0,14,12,18,9,201
11-14_23-00-00,121.573,25.003,0.0,4,2,1,1,53
11-14_23-00-00,121.593,25.073,0.0,6,5,5,7,57
11-14_23-00-00,121.545,25.013,0.0,3,0,4,3,34
11-14_23-00-00,121.469,25.053,0.0,5,4,3,3,78
11-14_23-00-00,121.521,25.073,0.0,6,2,1,7,39
11-14_23-00-00,121.631,25.053,0.0,0,2,2,0,11
11-14_23-00-00,121.495,25.063,0.0,12,10,19,18,185
11-14_23-00-00,121.547,25.083,0.0,16,11,22,16,227
11-14_23-00-00,121.635,25.013,0.0,4,1,5,2,38
11-14_23-00-00,121.471,25.033,0.0,10,9,15,17,195
11-14_23-00-00,121.551,25.043,0.0,25,28,19,31,369
11-14_23-00-00,121.629,25.073,0.0,3,1,2,4,31
11-14_23-00-00,121.501,25.003,0.0,4,25,19,10,152
11-14_23-00-00,121.523,25.053,0.0,23,22,31,22,336
11-14_23-00-00,121.525,25.033,0.0,4,4,6,11,69
11-14_23-00-00,121.601,25.083,0.0,5,13,8,5,114
11-14_23-00-00,121.579,25.033,0.0,1,3,5,2,34
11-14_23-00-00,121.549,25.063,0.0,9,6,10,7,106
11-14_23-00-00,121.499,25.023,0.0,7,17,21,15,147
11-14_23-00-00,121.467,25.073,0.0,8,5,7,5,54
11-14_23-00-00,121.493,25.083,0.0,22,20,17,22,324
11-14_23-00-00,121.657,25.063,0.0,16,29,35,18,327
11-14_23-00-00,121.553,25.023,0.0,7,28,48,13,170
11-14_23-00-00,121.603,25.063,0.0,2,1,6,5,43
11-14_23-00-00,121.555,25.003,0.0,13,7,20,5,91
11-14_23-00-00,121.577,25.053,0.0,8,3,9,4,63
11-14_23-00-00,121.519,25.093,0.0,10,4,18,31,119
11-14_23-00-00,121.527,25.013,0.0,0,4,8,2,10
11-14_23-00-00,121.575,25.073,0.0,6,8,4,6,37
11-14_23-00-00,121.581,25.013,0.0,1,0,0,0,2
11-14_23-00-00,121.473,25.013,0.0,18,17,20,15,286
11-14_23-00-00,121.465,25.093,0.0,9,4,7,5,34
11-14_23-00-00,121.473,25.087,0.0,8,8,9,13,111
11-14_23-00-00,121.529,25.067,0.0,15,13,15,15,236
11-14_23-00-00,121.505,25.037,0.0,10,22,18,12,250
11-14_23-00-00,121.561,25.017,0.0,8,15,0,3,60
11-14_23-00-00,121.501,25.077,0.0,11,5,6,18,88
11-14_23-00-00,121.585,25.047,0.0,9,12,17,9,223
11-14_23-00-00,121.531,25.047,0.0,12,19,27,20,105
11-14_23-00-00,121.519,25.077,0.0,10,6,6,8,42
11-14_23-00-00,121.533,25.027,0.0,9,12,8,16,261
11-14_23-00-00,121.499,25.097,0.0,1,0,1,1,6
11-14_23-00-00,121.511,25.067,0.0,6,13,10,10,201
11-14_23-00-00,121.593,25.057,0.0,7,9,11,7,126
11-14_23-00-00,121.535,25.007,0.0,13,22,25,12,162
11-14_23-00-00,121.499,25.007,0.0,11,7,22,15,152
11-14_23-00-00,121.573,25.077,0.0,2,5,4,6,37
11-14_23-00-00,121.481,25.007,0.0,7,3,4,4,84
11-14_23-00-00,121.483,25.077,0.0,5,11,13,19,180
11-14_23-00-00,121.611,25.057,0.0,5,3,9,5,33
11-14_23-00-00,121.491,25.087,0.0,5,5,9,3,40
11-14_23-00-00,121.525,25.017,0.0,3,8,9,8,49
11-14_23-00-00,121.461,25.027,0.0,13,11,15,10,186
11-14_23-00-00,121.609,25.077,0.0,6,2,5,7,114
11-14_23-00-00,121.583,25.067,0.0,2,3,10,4,32
11-14_23-00-00,121.521,25.057,0.0,41,39,35,39,346
11-14_23-00-00,121.559,25.037,0.0,12,17,18,15,253
11-14_23-00-00,121.627,25.077,0.0,1,8,3,2,19
11-14_23-00-00,121.563,25.087,0.0,12,10,17,10,238
11-14_23-00-00,121.577,25.037,0.0,20,19,19,23,355
11-14_23-00-00,121.613,25.037,0.0,4,2,3,5,28
11-14_23-00-00,121.565,25.067,0.0,6,5,5,8,85
11-14_23-00-00,121.541,25.037,0.0,5,4,4,4,68
11-14_23-00-00,121.591,25.077,0.0,5,8,11,3,82
11-14_23-00-00,121.469,25.037,0.0,5,0,4,1,6
11-14_23-00-00,121.507,25.017,0.0,5,5,6,4,16
11-14_23-00-00,121.589,25.097,0.0,1,2,0,0,1
11-14_23-00-00,121.551,25.027,0.0,21,25,29,31,377
11-14_23-00-00,121.569,25.027,0.0,16,18,13,9,294
11-14_23-00-00,121.475,25.067,0.0,1,6,10,7,67
11-14_23-00-00,121.467,25.057,0.0,2,6,12,7,72
11-14_23-00-00,121.527,25.087,0.0,27,13,12,9,102
11-14_23-00-00,121.543,25.017,0.0,8,11,19,14,45
11-14_23-00-00,121.523,25.037,0.0,5,6,8,7,71
11-14_23-00-00,121.479,25.027,0.0,13,19,16,10,192
11-14_23-00-00,121.619,25.067,0.0,9,17,15,12,81
11-14_23-00-00,121.557,25.057,0.0,21,8,13,15,160
11-14_23-00-00,121.601,25.067,0.0,2,9,5,10,79
11-14_23-00-00,121.517,25.007,0.0,28,33,29,18,357
11-14_23-00-00,121.509,25.087,0.0,11,11,9,18,128
11-14_23-00-00,121.621,25.047,0.0,4,2,5,3,19
11-14_23-00-00,121.539,25.057,0.0,14,22,25,38,256
11-14_23-00-00,121.485,25.057,0.0,12,21,35,21,326
11-14_23-00-00,121.629,25.057,0.0,5,1,4,5,41
11-14_23-00-00,121.645,25.077,0.0,1,4,3,1,24
11-14_23-00-00,121.471,25.017,0.0,14,13,30,21,126
11-14_23-00-00,121.515,25.027,0.0,7,9,14,12,154
11-14_23-00-00,121.463,25.007,0.0,11,15,17,12,279
11-14_23-00-00,121.517,25.097,0.0,1,0,8,7,39
11-14_23-00-00,121.567,25.047,0.0,11,13,10,9,68
11-14_23-00-00,121.575,25.057,0.0,0,1,11,5,117
11-14_23-00-00,121.535,25.097,0.0,3,7,4,2,31
11-14_23-00-00,121.513,25.047,0.0,21,7,24,21,191
11-14_23-00-00,121.549,25.047,0.0,20,16,19,19,190
11-14_23-00-00,121.625,25.097,0.0,0,0,0,0,1
11-14_23-00-00,121.493,25.067,0.0,8,13,12,24,263
11-14_23-00-00,121.463,25.097,0.0,1,1,0,3,3
11-14_23-00-00,121.465,25.077,0.0,6,2,14,6,41
11-14_23-00-00,121.599,25.087,0.0,7,3,9,11,68
11-14_23-00-00,121.497,25.027,0.0,10,8,9,10,214
11-14_23-00-00,121.655,25.067,0.0,31,24,13,24,261
11-14_23-00-00,121.637,25.067,0.0,15,20,17,17,228
11-14_23-00-00,121.477,25.047,0.0,1,3,7,2,23
11-14_23-00-00,121.625,25.063,0.0,1,3,7,2,24
11-14_23-00-00,121.605,25.083,0.0,4,3,2,1,26
11-14_23-00-00,121.509,25.053,0.0,8,12,14,8,162
11-14_23-00-00,121.579,25.073,0.0,3,10,18,4,100
11-14_23-00-00,121.515,25.083,0.0,5,4,12,8,44
11-14_23-00-00,121.499,25.063,0.0,14,17,38,27,441
11-14_23-00-00,121.477,25.013,0.0,10,25,29,19,162
11-14_23-00-00,121.487,25.003,0.0,7,9,1,2,58
11-14_23-00-00,121.517,25.063,0.0,15,14,31,30,188
11-14_23-00-00,121.571,25.063,0.0,0,1,1,2,4
11-14_23-00-00,121.609,25.043,0.0,1,0,1,1,1
11-14_23-00-00,121.595,25.003,0.0,2,2,5,0,8
11-14_23-00-00,121.643,25.063,0.0,11,14,14,3,151
11-14_23-00-00,121.555,25.043,0.0,23,29,25,9,234
11-14_23-00-00,121.471,25.073,0.0,8,3,4,12,57
11-14_23-00-00,121.505,25.003,0.0,11,22,20,13,177
11-14_23-00-00,121.513,25.013,0.0,21,22,30,23,244
11-14_23-00-00,121.519,25.043,0.0,10,18,19,8,285
11-14_23-00-00,121.523,25.093,0.0,6,13,11,6,133
11-14_23-00-00,121.551,25.083,0.0,13,9,15,13,260
11-14_23-00-00,121.469,25.093,0.0,1,5,6,1,41
11-14_23-00-00,121.651,25.073,0.0,6,0,1,2,22
11-14_23-00-00,121.553,25.063,0.0,5,4,3,7,34
11-14_23-00-00,121.591,25.043,0.0,1,1,2,5,19
11-14_23-00-00,121.525,25.073,0.0,7,3,6,2,10
11-14_23-00-00,121.531,25.013,0.0,1,13,19,6,144
11-14_23-00-00,121.463,25.063,0.0,4,3,6,3,22
11-14_23-00-00,121.615,25.073,0.0,5,3,8,7,50
11-14_23-00-00,121.529,25.033,0.0,30,37,62,34,252
11-14_23-00-00,121.639,25.013,0.0,1,3,2,1,24
11-14_23-00-00,121.589,25.063,0.0,4,5,2,5,38
11-14_23-00-00,121.637,25.033,0.0,0,3,0,0,0
11-14_23-00-00,121.563,25.053,0.0,14,12,20,10,163
11-14_23-00-00,121.561,25.073,0.0,1,1,2,1,1
11-14_23-00-00,121.543,25.073,0.0,6,2,3,3,11
11-14_23-00-00,121.581,25.053,0.0,4,2,7,5,75
11-14_23-00-00,121.473,25.053,0.0,4,9,6,3,40
11-14_23-00-00,121.547,25.033,0.0,15,14,19,13,181
11-14_23-00-00,121.467,25.023,0.0,27,44,57,20,318
11-14_23-00-00,121.501,25.043,0.0,8,6,30,25,117
11-14_23-00-00,121.475,25.033,0.0,23,22,42,27,603
11-14_23-00-00,121.565,25.033,0.0,13,13,14,7,77
11-14_23-00-00,121.497,25.083,0.0,12,12,12,18,264
11-14_23-00-00,121.505,25.093,0.0,3,5,4,11,121
11-14_23-00-00,121.535,25.063,0.0,21,17,25,15,240
11-14_23-00-00,121.559,25.003,0.0,4,2,5,5,22
11-14_23-00-00,121.587,25.083,0.0,5,4,12,6,100
11-14_23-00-00,121.557,25.023,0.0,9,15,11,10,225
11-14_23-00-00,121.527,25.053,0.0,15,21,29,21,158
11-14_23-00-00,121.533,25.083,0.0,0,0,1,1,13
11-14_23-00-00,121.569,25.083,0.0,14,17,13,14,230
11-14_23-00-00,121.485,25.023,0.0,6,16,9,5,123
11-14_23-00-00,121.461,25.083,0.0,20,28,33,26,284
11-14_23-00-00,121.503,25.023,0.0,15,13,13,4,162
11-14_23-00-00,121.511,25.033,0.0,1,5,3,2,34
11-14_23-00-00,121.633,25.073,0.0,4,3,9,12,47
11-14_23-00-00,121.481,25.063,0.0,2,4,9,4,27
11-14_23-00-00,121.469,25.003,0.0,14,22,29,14,402
11-14_23-00-00,121.493,25.033,0.0,11,9,15,7,206
11-14_23-00-00,121.613,25.003,0.0,1,0,1,2,11
11-14_23-00-00,121.539,25.023,0.0,8,10,15,6,72
11-14_23-00-00,121.541,25.003,0.0,12,23,20,16,288
11-14_23-00-00,121.521,25.023,0.0,4,17,23,22,132
11-14_23-00-00,121.597,25.073,0.0,3,6,4,4,149
11-14_23-00-00,121.573,25.043,0.0,16,28,22,24,323
11-14_23-00-00,121.577,25.003,0.0,1,1,1,2,4
11-14_23-00-00,121.523,25.003,0.0,24,34,60,33,400
11-14_23-00-00,121.599,25.053,0.0,5,5,19,5,137
11-14_23-00-00,121.479,25.083,0.0,13,17,17,15,300
11-14_23-00-00,121.465,25.043,0.0,10,5,6,1,70
11-14_23-00-00,121.489,25.073,0.0,8,5,8,12,67
11-14_23-00-00,121.641,25.083,0.0,3,3,1,1,48
11-14_23-00-00,121.507,25.073,0.0,0,1,1,0,0
11-14_23-00-00,121.537,25.043,0.0,10,30,24,26,116
11-14_23-00-00,121.617,25.053,0.0,28,30,16,28,474
11-14_23-00-00,121.545,25.053,0.0,10,14,23,12,179
11-14_23-00-00,121.491,25.053,0.0,14,13,17,24,327
11-14_23-00-00,121.641,25.041,0.0,1,0,0,0,0
11-14_23-00-00,121.563,25.011,0.0,3,2,4,3,13
11-14_23-00-00,121.583,25.081,0.0,11,8,6,6,49
11-14_23-00-00,121.587,25.041,0.0,18,13,9,11,259
11-14_23-00-00,121.475,25.081,0.0,11,17,18,15,173
11-14_23-00-00,121.529,25.081,0.0,0,1,1,0,4
11-14_23-00-00,121.533,25.041,0.0,9,12,22,11,94
11-14_23-00-00,121.483,25.001,0.0,18,20,17,15,210
11-14_23-00-00,121.505,25.051,0.0,1,1,6,3,3
11-14_23-00-00,121.613,25.051,0.0,0,1,1,3,9
11-14_23-00-00,121.531,25.061,0.0,15,36,25,26,356
11-14_23-00-00,121.537,25.001,0.0,4,6,11,11,95
11-14_23-00-00,121.535,25.021,0.0,8,13,10,9,73
11-14_23-00-00,121.503,25.071,0.0,6,11,8,8,189
11-14_23-00-00,121.509,25.011,0.0,9,10,19,15,184
11-14_23-00-00,121.481,25.021,0.0,6,11,23,15,178
11-14_23-00-00,121.477,25.061,0.0,2,1,2,3,4
11-14_23-00-00,121.471,25.031,0.0,14,21,36,29,301
11-14_23-00-00,121.611,25.071,0.0,13,14,12,14,166
11-14_23-00-00,121.469,25.051,0.0,1,7,4,2,46
11-14_23-00-00,121.585,25.061,0.0,12,11,11,19,132
11-14_23-00-00,121.497,25.041,0.0,6,1,10,9,27
11-14_23-00-00,121.637,25.081,0.0,2,1,1,6,15
11-14_23-00-00,121.547,25.081,0.0,9,6,22,16,196
11-14_23-00-00,121.577,25.051,0.0,27,26,26,19,280
11-14_23-00-00,121.561,25.031,0.0,16,23,20,16,269
11-14_23-00-00,121.575,25.071,0.0,7,9,9,3,33
11-14_23-00-00,121.603,25.061,0.0,3,1,9,3,10
11-14_23-00-00,121.501,25.091,0.0,5,6,8,18,120
11-14_23-00-00,121.559,25.051,0.0,21,15,23,21,286
11-14_23-00-00,121.639,25.061,0.0,7,6,10,6,76
11-14_23-00-00,121.507,25.031,0.0,11,11,8,11,151
11-14_23-00-00,121.523,25.051,0.0,20,28,33,25,445
11-14_23-00-00,121.657,25.061,0.0,8,15,18,11,126
11-14_23-00-00,121.501,25.001,0.0,6,10,9,8,77
11-14_23-00-00,121.525,25.031,0.0,6,9,16,14,169
11-14_23-00-00,121.521,25.071,0.0,16,11,15,13,29
11-14_23-00-00,121.519,25.091,0.0,8,12,11,7,201
11-14_23-00-00,121.635,25.011,0.0,0,1,4,1,88
11-14_23-00-00,121.551,25.041,0.0,21,40,30,25,341
11-14_23-00-00,121.549,25.061,0.0,26,20,16,13,293
11-14_23-00-00,121.493,25.081,0.0,9,20,14,12,272
11-14_23-00-00,121.623,25.041,0.0,5,8,9,4,97
11-14_23-00-00,121.601,25.081,0.0,6,6,3,0,13
11-14_23-00-00,121.515,25.041,0.0,4,9,35,26,42
11-14_23-00-00,121.593,25.071,0.0,28,21,18,23,711
11-14_23-00-00,121.553,25.021,0.0,16,29,22,21,323
11-14_23-00-00,121.555,25.001,0.0,13,22,18,21,254
11-14_23-00-00,121.511,25.081,0.0,10,15,16,15,213
11-14_23-00-00,121.485,25.071,0.0,19,10,12,10,251
11-14_23-00-00,121.567,25.061,0.0,31,6,16,17,195
11-14_23-00-00,121.473,25.011,0.0,15,16,27,16,234
11-14_23-00-00,121.489,25.031,0.0,0,2,9,6,64
11-14_23-00-00,121.483,25.091,0.0,9,4,2,7,58
11-14_23-00-00,121.465,25.091,0.0,9,9,11,47,56
11-14_23-00-00,121.465,25.001,0.0,7,22,22,16,250
11-14_23-00-00,121.527,25.011,0.0,1,2,4,1,11
11-14_23-00-00,121.609,25.001,0.0,1,2,5,0,16
11-14_23-00-00,121.495,25.061,0.0,16,20,30,22,393
11-14_23-00-00,121.629,25.071,0.0,9,0,12,19,117
11-14_23-00-00,121.499,25.021,0.0,4,3,10,5,115
11-14_23-00-00,121.565,25.081,0.0,5,5,11,6,86
11-14_23-00-00,121.539,25.071,0.0,2,0,2,0,5
11-14_23-00-00,121.569,25.041,0.0,15,13,18,13,216
11-14_23-00-00,121.463,25.021,0.0,8,12,8,14,191
11-14_23-00-00,121.513,25.061,0.0,9,12,18,14,213
11-14_23-00-00,121.645,25.091,0.0,3,0,4,5,48
11-14_23-00-00,121.599,25.011,0.0,1,0,1,0,2
11-14_23-00-00,121.491,25.011,0.0,4,4,1,1,15
11-14_23-00-00,121.573,25.001,0.0,5,7,2,6,145
11-14_23-00-00,121.619,25.081,0.0,0,0,1,1,0
11-14_23-00-00,121.621,25.061,0.0,2,5,3,2,12
11-14_23-00-00,121.541,25.051,0.0,9,15,17,9,140
11-14_23-00-00,121.543,25.031,0.0,11,23,23,10,276
11-14_23-00-00,121.461,25.041,0.0,10,19,16,10,72
11-14_23-00-00,121.545,25.011,0.0,2,6,5,2,38
11-14_23-00-00,121.487,25.051,0.0,7,19,22,25,226
11-14_23-00-00,121.571,25.021,0.0,0,6,1,3,82
11-14_23-00-00,121.519,25.001,0.0,17,23,32,22,201
11-14_23-00-00,121.595,25.051,0.0,28,4,12,7,101
11-14_23-00-00,121.517,25.021,0.0,10,7,13,7,21
11-14_23-00-00,121.647,25.061,0.0,7,2,1,0,63
11-14_23-00-00,121.563,25.091,0.0,4,1,1,0,13
11-14_23-00-00,121.645,25.081,0.0,4,1,0,0,8
11-14_23-00-00,121.569,25.031,0.0,4,15,25,12,63
11-14_23-00-00,121.543,25.021,0.0,9,19,9,15,96
11-14_23-00-00,121.541,25.041,0.0,6,17,34,20,180
11-14_23-00-00,121.593,25.061,0.0,3,4,3,0,15
11-14_23-00-00,121.511,25.071,0.0,11,5,22,17,179
11-14_23-00-00,121.567,25.051,0.0,21,21,37,30,275
11-14_23-00-00,121.539,25.061,0.0,24,15,18,24,219
11-14_23-00-00,121.499,25.001,0.0,24,16,28,29,355
11-14_23-00-00,121.467,25.051,0.0,2,5,9,2,49
11-14_23-00-00,121.469,25.031,0.0,9,16,21,16,168
11-14_23-00-00,121.465,25.071,0.0,0,2,3,2,13
11-14_23-00-00,121.607,25.001,0.0,0,4,5,0,29
11-14_23-00-00,121.551,25.021,0.0,8,14,19,12,199
11-14_23-00-00,121.571,25.091,0.0,0,0,0,0,1
11-14_23-00-00,121.599,25.081,0.0,16,11,13,11,128
11-14_23-00-00,121.497,25.021,0.0,16,20,21,12,238
11-14_23-00-00,121.549,25.041,0.0,17,38,43,28,196
11-14_23-00-00,121.493,25.061,0.0,18,13,34,20,185
11-14_23-00-00,121.509,25.091,0.0,10,11,17,10,203
11-14_23-00-00,121.621,25.051,0.0,3,2,2,2,21
11-14_23-00-00,121.517,25.011,0.0,13,18,31,24,345
11-14_23-00-00,121.545,25.001,0.0,7,9,18,16,87
11-14_23-00-00,121.491,25.001,0.0,6,6,3,6,76
11-14_23-00-00,121.591,25.081,0.0,19,17,25,23,359
11-14_23-00-00,121.515,25.031,0.0,12,8,12,13,136
11-14_23-00-00,121.483,25.081,0.0,23,8,18,19,318
11-14_23-00-00,121.485,25.061,0.0,14,14,14,35,162
11-14_23-00-00,121.619,25.071,0.0,15,19,21,13,366
11-14_23-00-00,121.513,25.051,0.0,15,16,27,18,323
11-14_23-00-00,121.555,25.081,0.0,6,3,8,5,80
11-14_23-00-00,121.461,25.031,0.0,16,8,22,31,170
11-14_23-00-00,121.595,25.041,0.0,1,3,0,0,20
11-14_23-00-00,121.463,25.011,0.0,29,22,56,23,412
11-14_23-00-00,121.473,25.091,0.0,11,11,15,21,156
11-14_23-00-00,121.505,25.041,0.0,31,26,82,56,691
11-14_23-00-00,121.535,25.011,0.0,11,9,20,10,65
11-14_23-00-00,121.637,25.071,0.0,13,14,14,23,91
11-14_23-00-00,121.559,25.041,0.0,8,9,7,4,45
11-14_23-00-00,121.503,25.061,0.0,14,18,20,10,176
11-14_23-00-00,121.527,25.001,0.0,18,21,19,20,329
11-14_23-00-00,121.465,25.081,0.0,15,18,22,23,192
11-14_23-00-00,121.493,25.071,0.0,21,17,20,23,270
11-14_23-00-00,121.479,25.031,0.0,8,9,11,9,191
11-14_23-00-00,121.577,25.041,0.0,33,55,25,16,438
11-14_23-00-00,121.575,25.061,0.0,1,1,0,1,33
11-14_23-00-00,121.531,25.051,0.0,12,13,23,13,204
11-14_23-00-00,121.629,25.061,0.0,0,3,5,2,15
11-14_23-00-00,121.497,25.031,0.0,5,5,15,7,127
11-14_23-00-00,121.611,25.061,0.0,16,6,13,11,106
11-14_23-00-00,121.631,25.041,0.0,1,8,5,6,13
11-14_23-00-00,121.507,25.021,0.0,0,1,1,4,5
11-14_23-00-00,121.527,25.091,0.0,26,14,14,7,185
11-14_23-00-00,121.471,25.021,0.0,18,34,26,22,242
11-14_23-00-00,121.549,25.051,0.0,19,14,12,16,132
11-14_23-00-00,121.467,25.061,0.0,2,3,0,11,50
11-14_23-00-00,121.545,25.091,0.0,0,0,2,0,0
11-14_23-00-00,121.525,25.021,0.0,17,18,34,16,177
11-14_23-00-00,121.603,25.051,0.0,2,11,6,2,28
11-14_23-00-00,121.613,25.041,0.0,0,0,0,0,13
11-14_23-00-00,121.557,25.061,0.0,7,4,10,10,91
11-14_23-00-00,121.523,25.041,0.0,12,10,21,11,254
11-14_23-00-00,121.551,25.031,0.0,8,12,18,20,224
11-14_23-00-00,121.601,25.071,0.0,5,6,4,4,18
11-14_23-00-00,121.473,25.001,0.0,14,22,25,19,345
11-14_23-00-00,121.599,25.091,0.0,1,0,2,1,35
